marker_offset_hex,tag,next_marker_hex,span_len,clear_count,path_count,first_path_or_clear
0x1fd4b,l,0x1fdd4,137,1,0,ENT0)
0x1fdd4,l,0x1fdf2,30,0,0,
0x1fdf2,l,0x1fe12,32,0,0,
0x1fe12,n,0x1fe31,31,1,0,",A96"
0x1fe31,l,0x1fe50,31,0,0,
0x1fe50,l,0x1fe6d,29,1,0,g@)?
0x1fe6d,l,0x1ff06,153,0,0,
0x1ff06,l,0x1ff29,35,0,0,
0x1ff29,l,0x1ff4e,37,0,0,
0x1ff4e,l,0x1ff74,38,0,0,
0x1ff74,l,0x2006f,251,1,1,G|\3l
0x2006f,l,0x20093,36,0,0,
0x20093,l,0x200c8,53,0,0,
0x200c8,l,0x200e5,29,0,0,
0x200e5,l,0x20107,34,0,0,
0x20107,l,0x20144,61,1,0,LFT0
0x20144,l,0x201b8,116,1,0,1.DAT
0x201b8,l,0x201dd,37,0,0,
0x201dd,l,0x201fe,33,0,0,
0x201fe,l,0x20222,36,0,0,
0x20222,l,0x20247,37,0,0,
0x20247,l,0x2028f,72,1,1,RSE\ITALY3\MRTRUCK ROLLER-TGA.GXI
0x2028f,l,0x202cf,64,0,0,
0x202cf,l,0x2030c,61,1,1,COURSE\FRANCE1\F_GRASS_2|
0x2030c,l,0x2033f,51,0,0,
0x2033f,l,0x20379,58,0,0,
0x20379,l,0x203d2,89,2,1,MISC\ANIMALS\BURDYBROWN.PSB
0x203d2,l,0x20418,70,0,0,
0x20418,l,0x2043c,36,0,0,
0x2043c,l,0x20462,38,0,0,
0x20462,l,0x204b8,86,1,0,G P]l
0x204b8,l,0x20529,113,1,1,.PSS
0x20529,l,0x2055a,49,0,0,
0x2055a,l,0x2057e,36,0,0,
0x2057e,l,0x205a3,37,0,0,
0x205a3,l,0x205be,27,0,0,
0x205be,l,0x205e7,41,0,0,
0x205e7,l,0x20609,34,0,0,
0x20609,l,0x2062e,37,0,0,
0x2062e,l,0x2064f,33,0,0,
0x2064f,l,0x20675,38,0,0,
0x20675,l,0x20699,36,0,0,
0x20699,l,0x206be,37,0,0,
0x206be,l,0x206f7,57,0,0,
0x206f7,l,0x20712,27,0,0,
0x20712,l,0x2074c,58,0,0,
0x2074c,l,0x2077b,47,0,0,
0x2077b,l,0x2079f,36,0,0,
0x2079f,l,0x207d6,55,0,0,
0x207d6,l,0x207f9,35,0,0,
0x207f9,l,0x20823,42,0,0,
0x20823,l,0x20848,37,0,0,
0x20848,n,0x2086c,36,0,0,
0x2086c,l,0x20890,36,0,0,
0x20890,l,0x208b5,37,0,0,
0x208b5,l,0x208f0,59,1,1,"?""\,l"
0x208f0,l,0x2090d,29,0,0,
0x2090d,l,0x20934,39,0,0,
0x20934,l,0x20993,95,1,0,Dl$l
0x20993,l,0x209d8,69,0,0,
0x209d8,l,0x20a01,41,0,0,
0x20a01,l,0x20a26,37,0,0,
0x20a26,l,0x20a45,31,1,0,*@|?
0x20a45,l,0x20a66,33,0,0,
0x20a66,l,0x20ab4,78,1,0,A|Nl
0x20ab4,l,0x20ad5,33,0,0,
0x20ad5,l,0x20af4,31,0,0,
0x20af4,l,0x20b1d,41,0,0,
0x20b1d,l,0x20b5a,61,0,0,
0x20b5a,l,0x20b7c,34,0,0,
0x20b7c,l,0x20b9b,31,0,0,
0x20b9b,l,0x20bbc,33,0,0,
0x20bbc,l,0x20be0,36,0,0,
0x20be0,l,0x20c00,32,0,0,
0x20c00,l,0x20c3c,60,0,0,
0x20c3c,l,0x20c58,28,0,0,
0x20c58,l,0x20c7b,35,0,0,
0x20c7b,l,0x20c9e,35,0,0,
0x20c9e,l,0x20cbc,30,0,0,
0x20cbc,l,0x20ce9,45,1,1,.PSM
0x20ce9,l,0x20d6a,129,0,0,
0x20d6a,l,0x20dc7,93,1,1,+\GOH
0x20dc7,l,0x20e52,139,1,1,8\IL
0x20e52,l,0x20eba,104,0,0,
0x20eba,n,0x20ed7,29,0,0,
0x20ed7,l,0x20f13,60,0,0,
0x20f13,l,0x20f37,36,0,0,
0x20f37,l,0x20ff0,185,1,0,9$H|5l
0x20ff0,l,0x21037,71,0,0,
0x21037,l,0x21050,25,0,0,
0x21050,l,0x210c9,121,2,1,Fn\zl
0x210c9,l,0x210f6,45,1,1,2.XML
0x210f6,l,0x2113c,70,2,0,"uLDO"""
0x2113c,l,0x2115f,35,1,0,c@;&
0x2115f,l,0x21184,37,0,0,
