cluster_start_hex,cluster_end_hex,cluster_span_bytes,hit_count,best_member_offset_hex,best_value_hex,best_norm_hex,best_normalized_hex,best_anchor_diff,section
0x13910,0x13910,4,1,0x13910,0x36ac410c,0x0,0x36ac410c,261745,main_entry_region
0x13968,0x13968,4,1,0x13968,0x3e1b43,0x0,0x3e1b43,260019,main_entry_region
0x13aa8,0x13aa8,4,1,0x13aa8,0x3df93e,0x0,0x3df93e,268728,main_entry_region
0x13b60,0x13b60,4,1,0x13b60,0x6047bc36,0x60000000,0x47bc36,371008,main_entry_region
0x13b84,0x13b84,4,1,0x13b84,0x41460a28,0x0,0x41460a28,375694,main_entry_region
0x13bbc,0x13bbc,4,1,0x13bbc,0x7403006c,0x40000000,0x3403006c,292936,main_entry_region
0x13d58,0x13d58,4,1,0x13d58,0xa4380300,0x70000000,0x34380300,380921,main_entry_region
0x13d88,0x13d88,4,1,0x13d88,0x41425c31,0x0,0x41425c31,134551,main_entry_region
0x13dc8,0x13dc8,4,1,0x13dc8,0x54454e4d,0x20000000,0x34454e4d,490324,main_entry_region
0x13e50,0x13e50,4,1,0x13e50,0xa1fc005f,0xa0000000,0x1fc005f,393063,main_entry_region
0x13e8c,0x13e8c,4,1,0x13e8c,0x3f373f,0x0,0x3f373f,187319,main_entry_region
0x13ec8,0x13ec8,4,1,0x13ec8,0x495847,0x0,0x495847,476497,main_entry_region
0x13f0c,0x13f0c,4,1,0x13f0c,0xa8006f00,0x70000000,0x38006f00,89783,main_entry_region
0x13f34,0x13f34,4,1,0x13f34,0xa404006c,0x70000000,0x3404006c,358472,main_entry_region
0x13f88,0x13f88,4,1,0x13f88,0x3d0241,0x0,0x3d0241,331957,main_entry_region
0x1400c,0x1400c,4,1,0x1400c,0xb803006c,0x80000000,0x3803006c,258083,main_entry_region
0x1410c,0x1410c,4,1,0x1410c,0xa8005f4d,0x70000000,0x38005f4d,85764,main_entry_region
0x14138,0x14138,4,1,0x14138,0xb8005ca7,0x80000000,0x38005ca7,85086,main_entry_region
0x14160,0x14160,4,1,0x14160,0xa403006c,0x70000000,0x3403006c,292936,main_entry_region
0x141fc,0x141fc,4,1,0x141fc,0x7042ac57,0x70000000,0x42ac57,39265,main_entry_region
0x14268,0x14268,4,1,0x14268,0x3bff45,0x0,0x3bff45,398257,main_entry_region
0x142a0,0x142a0,4,1,0x142a0,0x65053bfc,0x30000000,0x35053bfc,399485,main_entry_region
0x1432c,0x1432c,4,1,0x1432c,0x74010c31,0x40000000,0x34010c31,164877,main_entry_region
0x1439c,0x1439c,4,1,0x1439c,0x78053998,0x40000000,0x38053998,403791,main_entry_region
0x1448c,0x1448c,4,1,0x1448c,0x5404115c,0x20000000,0x3404115c,362808,main_entry_region
0x14500,0x14500,4,1,0x14500,0xd9d9af05,0xa0000000,0x39d9af05,199004,main_entry_region
0x14524,0x14524,4,1,0x14524,0xc6ac464c,0x90000000,0x36ac464c,263089,main_entry_region
0x14564,0x14564,4,1,0x14564,0x54415702,0x20000000,0x34415702,230409,main_entry_region
0x147e8,0x147e8,4,1,0x147e8,0x5403006c,0x20000000,0x3403006c,292936,main_entry_region
0x14ac0,0x14ac0,4,1,0x14ac0,0x64005dc8,0x30000000,0x34005dc8,120228,main_entry_region
0x14b20,0x14b20,4,1,0x14b20,0x943e2c24,0x60000000,0x343e2c24,22827,main_entry_region
0x14b70,0x14b70,4,1,0x14b70,0xd1446e05,0x90000000,0x41446e05,270187,main_entry_region
0x14b9c,0x14b9c,4,1,0x14b9c,0xf403006c,0xc0000000,0x3403006c,292936,main_entry_region
0x14c20,0x14c20,4,1,0x14c20,0xd041b3d2,0xd0000000,0x41b3d2,24356,main_entry_region
0x14c78,0x14c78,4,1,0x14c78,0x69ae2f2f,0x60000000,0x9ae2f2f,213085,main_entry_region
0x14df0,0x14df0,4,1,0x14df0,0xd403006c,0xa0000000,0x3403006c,292936,main_entry_region
0x14e34,0x14e34,4,1,0x14e34,0xa403006c,0x70000000,0x3403006c,292936,main_entry_region
0x14e58,0x14e58,4,1,0x14e58,0x64005d91,0x30000000,0x34005d91,120173,main_entry_region
0x14ebc,0x14ebc,4,1,0x14ebc,0xa8000005,0x70000000,0x38000005,61372,main_entry_region
0x14f3c,0x14f3c,4,1,0x14f3c,0x9b44147,0x0,0x9b44147,184763,main_entry_region
0x14f80,0x14f80,4,1,0x14f80,0xc0b8005f,0x90000000,0x30b8005f,230781,main_entry_region
0x14fc4,0x14fc4,4,1,0x14fc4,0x5a240300,0x40000000,0x1a240300,143003,main_entry_region
0x15148,0x15148,4,1,0x15148,0x903fe265,0x90000000,0x3fe265,143505,main_entry_region
0x1526c,0x1526c,4,1,0x1526c,0x41425c53,0x0,0x41425c53,134585,main_entry_region
0x152c0,0x152c0,4,1,0x152c0,0x3ead46,0x0,0x3ead46,222640,main_entry_region
0x15468,0x15468,4,1,0x15468,0x8141770e,0x40000000,0x4141770e,75892,main_entry_region
0x15504,0x15504,4,1,0x15504,0x3802b400,0x0,0x3802b400,238519,main_entry_region
0x15688,0x15688,4,1,0x15688,0xc0490fbe,0xc0000000,0x490fbe,457928,main_entry_region
0x157dc,0x157dc,4,1,0x157dc,0xb8030a38,0x80000000,0x38030a38,260591,main_entry_region
0x15800,0x15800,4,1,0x15800,0xe7f42305,0xb0000000,0x37f42305,164505,main_entry_region
0x15980,0x15980,4,1,0x15980,0x9444005e,0x60000000,0x3444005e,404837,main_entry_region
0x159d0,0x159d0,4,1,0x159d0,0x74005e37,0x40000000,0x34005e37,120339,main_entry_region
0x15a14,0x15a14,4,1,0x15a14,0x50bc012c,0x20000000,0x30bc012c,493130,main_entry_region
0x15b74,0x15b74,4,1,0x15b74,0xa1444e49,0x60000000,0x41444e49,262063,main_entry_region
0x15c98,0x15c98,4,1,0x15c98,0xa403006c,0x70000000,0x3403006c,292936,main_entry_region
0x15cbc,0x15cbc,4,1,0x15cbc,0x31f7acda,0x30000000,0x1f7acda,109538,main_entry_region
0x15cf0,0x15cf0,4,1,0x15cf0,0x340dbd34,0x0,0x340dbd34,118386,main_entry_region
0x15da0,0x15da0,4,1,0x15da0,0xd4d348ae,0xa0000000,0x34d348ae,350386,main_entry_region
0x15dd8,0x15dd8,4,1,0x15dd8,0x3ecd46,0x0,0x3ecd46,214448,main_entry_region
0x15e64,0x15e64,4,1,0x15e64,0x3a3347,0x0,0x3a3347,516015,main_entry_region
0x15f74,0x15f74,4,1,0x15f74,0x32305f01,0x0,0x32305f01,218929,main_entry_region
0x1609c,0x1609c,4,1,0x1609c,0xaa226906,0x90000000,0x1a226906,247957,main_entry_region
0x16230,0x16230,4,1,0x16230,0xe4005e08,0xb0000000,0x34005e08,120292,main_entry_region
0x16334,0x16334,4,1,0x16334,0xd1fc005f,0xd0000000,0x1fc005f,393063,main_entry_region
0x1640c,0x1640c,4,1,0x1640c,0x3e5942,0x0,0x3e5942,244148,main_entry_region
0x16434,0x16434,4,1,0x16434,0x5403006c,0x20000000,0x3403006c,292936,main_entry_region
0x1653c,0x1653c,4,1,0x1653c,0x3415ad02,0x0,0x3415ad02,401756,main_entry_region
0x1656c,0x1656c,4,1,0x1656c,0x3ff440,0x0,0x3ff440,138934,main_entry_region
0x16694,0x16694,4,1,0x16694,0x54450137,0x20000000,0x34450137,470590,main_entry_region
0x168a0,0x168a0,4,1,0x168a0,0xe8005cab,0xb0000000,0x38005cab,85090,main_entry_region
0x168cc,0x168cc,4,1,0x168cc,0xf8005f9a,0xc0000000,0x38005f9a,85841,main_entry_region
0x168f0,0x168f0,4,1,0x168f0,0xf47bac01,0xc0000000,0x347bac01,254721,main_entry_region
0x16914,0x16914,4,1,0x16914,0x31ef9800,0x30000000,0x1ef9800,420088,main_entry_region
0x16958,0x16958,4,1,0x16958,0x3800600c,0x0,0x3800600c,85955,main_entry_region
0x16a24,0x16a24,4,1,0x16a24,0xe40d4c31,0xb0000000,0x340d4c31,147317,main_entry_region
0x16c40,0x16c40,4,1,0x16c40,0x603f3803,0x60000000,0x3f3803,187123,main_entry_region
0x16c74,0x16c74,4,1,0x16c74,0x4143052d,0x0,0x4143052d,177811,main_entry_region
0x16ca8,0x16ca8,4,1,0x16ca8,0x9803006c,0x60000000,0x3803006c,258083,main_entry_region
0x16cf8,0x16cf8,4,1,0x16cf8,0x5402e0ac,0x20000000,0x3402e0ac,284808,main_entry_region
0x16dbc,0x16dbc,4,1,0x16dbc,0x73ec0300,0x40000000,0x33ec0300,415221,main_entry_region
0x16f2c,0x16f2c,4,1,0x16f2c,0x3d2c40,0x0,0x3d2c40,321206,main_entry_region
0x16fa4,0x16fa4,4,1,0x16fa4,0x4147542d,0x0,0x4147542d,460179,main_entry_region
0x16fc8,0x16fc8,4,1,0x16fc8,0x41445c47,0x0,0x41445c47,265645,main_entry_region
0x1705c,0x1705c,4,1,0x1705c,0xc4131105,0x90000000,0x34131105,230751,main_entry_region
0x170ec,0x170ec,4,1,0x170ec,0x41464544,0x0,0x41464544,390826,main_entry_region
0x17138,0x17138,4,1,0x17138,0x3adc08,0x0,0x3adc08,472814,main_entry_region
0x17314,0x17314,4,1,0x17314,0xb8005e05,0x80000000,0x38005e05,85436,main_entry_region
0x17450,0x17450,4,1,0x17450,0x54414f42,0x20000000,0x34414f42,228425,main_entry_region
0x17494,0x17494,4,1,0x17494,0x64005deb,0x30000000,0x34005deb,120263,main_entry_region
0x1752c,0x1752c,4,1,0x1752c,0x3ed741,0x0,0x3ed741,211893,main_entry_region
0x17574,0x17574,4,1,0x17574,0xc1ee2405,0xc0000000,0x1ee2405,515315,main_entry_region
0x175c0,0x175c0,4,1,0x175c0,0x3803006c,0x0,0x3803006c,258083,main_entry_region
0x176d8,0x176d8,4,1,0x176d8,0x3800609d,0x0,0x3800609d,86100,main_entry_region
0x17734,0x17734,4,1,0x17734,0xb044454c,0xb0000000,0x44454c,143958,main_entry_region
0x17810,0x17810,4,1,0x17810,0x64412f3e,0x30000000,0x34412f3e,220229,main_entry_region
0x1783c,0x1783c,4,1,0x1783c,0x6403006c,0x30000000,0x3403006c,292936,main_entry_region
0x17884,0x17884,4,1,0x17884,0xd47c021c,0xa0000000,0x347c021c,232678,main_entry_region
0x178ec,0x178ec,4,1,0x178ec,0x3e8040,0x0,0x3e8040,234166,main_entry_region
0x17920,0x17920,4,1,0x17920,0x1fc2a03,0x0,0x1fc2a03,403723,main_entry_region
0x1794c,0x1794c,4,1,0x1794c,0x743ec823,0x40000000,0x343ec823,62762,main_entry_region
0x17b3c,0x17b3c,4,1,0x17b3c,0x71438819,0x30000000,0x41438819,211327,main_entry_region
0x17c28,0x17c28,4,1,0x17c28,0x558d6969,0x20000000,0x358d6969,96293,main_entry_region
0x17c78,0x17c78,4,1,0x17c78,0x54032760,0x20000000,0x34032760,302908,main_entry_region
0x17cf8,0x17cf8,4,1,0x17cf8,0x3f9b46,0x0,0x3f9b46,161712,main_entry_region
0x17e74,0x17e74,4,1,0x17e74,0xa47c0300,0x70000000,0x347c0300,232450,main_entry_region
0x17fb4,0x17fb4,4,1,0x17fb4,0x34bf032c,0x0,0x34bf032c,184718,main_entry_region
0x180a0,0x180a0,4,1,0x180a0,0x5441445c,0x20000000,0x3441445c,225635,main_entry_region
0x181a4,0x181a4,4,1,0x181a4,0x54435c57,0x20000000,0x34435c57,362846,main_entry_region
0x18204,0x18204,4,1,0x18204,0x3f1341,0x0,0x3f1341,196533,main_entry_region
0x18278,0x18278,4,1,0x18278,0x32335445,0x0,0x32335445,412789,main_entry_region
